description,final_state,total_flips,total_events
A coin is heads up. Martin flips the coin. Koji does not flip the coin. Rekha flips the coin. Hiroshi does not flip the coin. Nadine does not flip the coin. Ramesh flips the coin. Monika flips the coin. Henny flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Karin does not flip the coin. Diana does not flip the coin. Maxime flips the coin. Lei flips the coin. Nancy flips the coin. Alessandra does not flip the coin. Elodie does not flip the coin. Yang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Peter does not flip the coin. Fitri does not flip the coin. Guillaume does not flip the coin. Mark does not flip the coin. Yuan flips the coin. Miguel flips the coin. Eric does not flip the coin. Salvatore does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Liu flips the coin. Pascal flips the coin. Jason flips the coin. Steve flips the coin. Philipp flips the coin. Audrey flips the coin. Endang does not flip the coin. Dwi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Pooja flips the coin. Wang does not flip the coin. Steven does not flip the coin. Michaela flips the coin. Rekha flips the coin. Wahyu does not flip the coin. Jason flips the coin. Dirk flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Alexandre flips the coin. Sarah does not flip the coin. Sylvie flips the coin. Ramesh does not flip the coin. Manuel does not flip the coin. Yuko does not flip the coin. Ryan flips the coin. Ricardo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Dewi flips the coin. Jason flips the coin. Andrew does not flip the coin. Marcia does not flip the coin. Martina flips the coin. Doris flips the coin. Angel does not flip the coin. Atsushi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Makoto does not flip the coin. José does not flip the coin. Hans does not flip the coin. Vanessa does not flip the coin. Jyoti flips the coin. Marcel flips the coin. Wei does not flip the coin. Megumi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Sandra flips the coin. Joe flips the coin. Huang flips the coin. Pablo does not flip the coin. Dominique flips the coin. Kerstin does not flip the coin. Christophe does not flip the coin. Candy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Agus flips the coin. Nathalie flips the coin. Marine does not flip the coin. Kim does not flip the coin. Keiko does not flip the coin. Melissa does not flip the coin. Indah flips the coin. Huang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Massimo flips the coin. Rani flips the coin. Herry does not flip the coin. Emily flips the coin. Karla does not flip the coin. Diana does not flip the coin. Stefanie does not flip the coin. Amy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Herry flips the coin. Dominique does not flip the coin. Elisabeth flips the coin. Ayu flips the coin. Johan flips the coin. Joe flips the coin. Wahyu does not flip the coin. Stefano flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Ayu does not flip the coin. Ivy does not flip the coin. Daniel flips the coin. Matt flips the coin. Joke does not flip the coin. Manju does not flip the coin. Francisca flips the coin. Anneke flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jun flips the coin. Matthias does not flip the coin. Iwan flips the coin. Barbara does not flip the coin. Koji does not flip the coin. Takashi flips the coin. Naoko does not flip the coin. Seema flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Alejandra does not flip the coin. Nicole flips the coin. Yoko does not flip the coin. Camila does not flip the coin. Lucy does not flip the coin. Martin does not flip the coin. Tom does not flip the coin. Manoj does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Mario flips the coin. Marcos flips the coin. Sonu flips the coin. Andrea does not flip the coin. Lucas does not flip the coin. Lucia flips the coin. Javier flips the coin. Pablo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Michelle does not flip the coin. Doris does not flip the coin. Dirk flips the coin. Pedro flips the coin. Manoj flips the coin. María does not flip the coin. Anja does not flip the coin. Olivier flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Alberto flips the coin. Petra flips the coin. Achmad does not flip the coin. Ajay flips the coin. Sophie flips the coin. Megumi flips the coin. Brigitte does not flip the coin. Yumi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Nicolas does not flip the coin. Cristina does not flip the coin. Anja flips the coin. Adriana flips the coin. Davide flips the coin. Wang flips the coin. Lily flips the coin. Anneke flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Yan flips the coin. Carine flips the coin. John does not flip the coin. Riya does not flip the coin. Renate does not flip the coin. Thierry does not flip the coin. Daisuke flips the coin. Paul flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Hiromi flips the coin. Wu flips the coin. Camila flips the coin. Martina does not flip the coin. Kajal does not flip the coin. Franz does not flip the coin. Dirk flips the coin. Arief flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Rodrigo does not flip the coin. Jorge flips the coin. Dirk flips the coin. Asep flips the coin. Nisha does not flip the coin. Elodie flips the coin. Bart does not flip the coin. Andreas does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Isabelle flips the coin. Marc does not flip the coin. Julia does not flip the coin. Ann does not flip the coin. Lucy does not flip the coin. Guillaume does not flip the coin. Henny flips the coin. Brian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Rani does not flip the coin. Alejandro does not flip the coin. Amit flips the coin. Rajesh does not flip the coin. Els flips the coin. Sarah flips the coin. Thomas does not flip the coin. Bruno flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Eva flips the coin. Alexandre does not flip the coin. Bruna flips the coin. Zoe does not flip the coin. Jessie does not flip the coin. Jolanda flips the coin. Helen does not flip the coin. Megumi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Paul does not flip the coin. Akiko does not flip the coin. Francisca flips the coin. Rachel flips the coin. Monika flips the coin. Mike does not flip the coin. Chiara does not flip the coin. Helen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Gerhard flips the coin. Bambang flips the coin. Sue flips the coin. Ayumi does not flip the coin. Steve flips the coin. Yanti flips the coin. Isabelle does not flip the coin. Guillaume flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Retno does not flip the coin. Monique does not flip the coin. Chris does not flip the coin. Stephanie does not flip the coin. Masahiro does not flip the coin. Alberto flips the coin. Yuka flips the coin. Poonam flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Ravi flips the coin. Manon does not flip the coin. Xu does not flip the coin. Nancy flips the coin. Barbara does not flip the coin. Franz does not flip the coin. Jessie flips the coin. Katie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Larissa does not flip the coin. Melissa does not flip the coin. Paul does not flip the coin. Ashley flips the coin. Sergio flips the coin. Sofie flips the coin. Els does not flip the coin. Lukas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Louise does not flip the coin. Ria does not flip the coin. Lupita does not flip the coin. Federica flips the coin. Mayumi does not flip the coin. Cristina does not flip the coin. Komal flips the coin. Indra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Stefanie does not flip the coin. Sara does not flip the coin. Mari Carmen does not flip the coin. Rani does not flip the coin. Ayu flips the coin. Alex does not flip the coin. Camille does not flip the coin. Antonella does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Vicky flips the coin. Ajay does not flip the coin. Marianne flips the coin. James flips the coin. Teresa does not flip the coin. Anne flips the coin. Bruno does not flip the coin. Mukesh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Roberto flips the coin. Arief flips the coin. Audrey flips the coin. Guadalupe does not flip the coin. Pascal flips the coin. Eko does not flip the coin. Dominique does not flip the coin. Naoko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Irwan does not flip the coin. Andrea flips the coin. Adam flips the coin. Daniela flips the coin. Cherry flips the coin. Bernhard flips the coin. Els does not flip the coin. Antonio does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Rini flips the coin. Jing does not flip the coin. Wolfgang flips the coin. Frank flips the coin. Lupita does not flip the coin. Liang flips the coin. Manuela flips the coin. Alejandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Jyoti flips the coin. Cherry flips the coin. Amanda flips the coin. Katharina flips the coin. Linda does not flip the coin. Bruno flips the coin. Patricia flips the coin. Stephanie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,7,8
A coin is heads up. Rohit flips the coin. Sandrine does not flip the coin. Lily flips the coin. Paolo does not flip the coin. Angela does not flip the coin. Ivy does not flip the coin. Oscar does not flip the coin. Jie does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Feng flips the coin. Yusuke does not flip the coin. Sabrina does not flip the coin. Frank flips the coin. Stefano does not flip the coin. Manju flips the coin. Endang flips the coin. Tobias does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jun does not flip the coin. Jorge does not flip the coin. Pedro flips the coin. Allen flips the coin. Yi does not flip the coin. Fitri flips the coin. Paul flips the coin. Rafael does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Beatriz does not flip the coin. Rob flips the coin. Melissa flips the coin. Giuseppe flips the coin. Christoph does not flip the coin. Kerstin flips the coin. Hans flips the coin. Takeshi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Crystal does not flip the coin. Mary flips the coin. Lin flips the coin. Chris does not flip the coin. Stefania flips the coin. Sunita flips the coin. Indah does not flip the coin. Rekha flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Sandrine flips the coin. Philipp does not flip the coin. Made does not flip the coin. Isabelle flips the coin. Christophe flips the coin. Petra flips the coin. Steven flips the coin. Heru flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Joke flips the coin. Juliana does not flip the coin. Fabio does not flip the coin. Mary flips the coin. Feng flips the coin. Jessie flips the coin. Fernanda flips the coin. Johan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Marcel does not flip the coin. Alejandro does not flip the coin. Matheus does not flip the coin. Irwan does not flip the coin. Elizabeth flips the coin. Virginie flips the coin. Maria flips the coin. Susanne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Susan does not flip the coin. José flips the coin. Philippe flips the coin. Miki does not flip the coin. Daniela flips the coin. Jie flips the coin. Matthew does not flip the coin. Ayaka flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Ying does not flip the coin. Richard does not flip the coin. Lily does not flip the coin. Jack does not flip the coin. Erik flips the coin. Sergio does not flip the coin. Florian does not flip the coin. Angel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Andreas does not flip the coin. Gabriela flips the coin. Rakesh does not flip the coin. Sandra flips the coin. Novi does not flip the coin. Ferry does not flip the coin. Isabelle does not flip the coin. Christine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Sam flips the coin. Tanja flips the coin. Vanessa does not flip the coin. Mayumi does not flip the coin. Anjali does not flip the coin. Dewi flips the coin. Esther flips the coin. Yang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Erik flips the coin. Peng flips the coin. Patrick does not flip the coin. Elena does not flip the coin. Yu does not flip the coin. Michaela does not flip the coin. Marco flips the coin. Peter flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Guillaume does not flip the coin. Zoe flips the coin. Isabelle does not flip the coin. Achmad flips the coin. Matt flips the coin. Retno does not flip the coin. Johann flips the coin. Karin does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Pooja does not flip the coin. Stefanie does not flip the coin. Sonja flips the coin. Luciana does not flip the coin. James does not flip the coin. Markus does not flip the coin. Anthony flips the coin. Crystal does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Henk does not flip the coin. Rita does not flip the coin. Camila flips the coin. Cherry does not flip the coin. Louise does not flip the coin. Vanessa flips the coin. Ricardo flips the coin. Brigitte flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Bernhard does not flip the coin. Puja does not flip the coin. Lukas does not flip the coin. Ashley flips the coin. Neha does not flip the coin. Hannah does not flip the coin. Liang does not flip the coin. Salvatore flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Lukas flips the coin. Teguh does not flip the coin. Hiroki does not flip the coin. Patrick does not flip the coin. Thomas flips the coin. Pedro does not flip the coin. José flips the coin. Salvatore flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Daniela flips the coin. Paul flips the coin. Sandrine does not flip the coin. Koji does not flip the coin. Manon flips the coin. Bernhard does not flip the coin. Paola flips the coin. Luc flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Fiona flips the coin. Ravi does not flip the coin. Riya does not flip the coin. Chris flips the coin. Budi flips the coin. Pablo does not flip the coin. Ben flips the coin. Aline does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Isabel does not flip the coin. Tom does not flip the coin. Pascal flips the coin. Katie does not flip the coin. Riya flips the coin. Katharina flips the coin. Sophie flips the coin. Miguel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Mukesh does not flip the coin. Md flips the coin. Johann does not flip the coin. Anthony flips the coin. Alberto does not flip the coin. Barbara does not flip the coin. Giulia does not flip the coin. Sonja flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Emily does not flip the coin. Monika flips the coin. Michelle does not flip the coin. Sara flips the coin. Eko does not flip the coin. Nadine does not flip the coin. Kajal flips the coin. Matheus flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Nicole does not flip the coin. Cathy does not flip the coin. Sven does not flip the coin. Sonia does not flip the coin. Johann does not flip the coin. Mario does not flip the coin. Li does not flip the coin. Ana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,8
A coin is heads up. Hiroko flips the coin. Tri does not flip the coin. Miho flips the coin. Claire flips the coin. Anita flips the coin. Takuya does not flip the coin. Rekha flips the coin. Agus does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Steven flips the coin. Ana does not flip the coin. Giuseppe does not flip the coin. Wei flips the coin. Crystal flips the coin. Riya flips the coin. Chantal flips the coin. Sabine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Elisabeth flips the coin. Rafael does not flip the coin. Alberto flips the coin. Deepak flips the coin. Allen flips the coin. Federica flips the coin. Gabriela does not flip the coin. Thomas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Jeroen does not flip the coin. Jens flips the coin. Adriana flips the coin. Riya does not flip the coin. Stefano flips the coin. John flips the coin. Sonu flips the coin. Camille does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Marc flips the coin. Eva flips the coin. Dewi flips the coin. Marcel does not flip the coin. Lucas does not flip the coin. Stefan flips the coin. Miguel flips the coin. Jesus does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Christine does not flip the coin. Kim flips the coin. Marcelo does not flip the coin. Olivier flips the coin. Hiroshi flips the coin. Aline does not flip the coin. Fiona does not flip the coin. Johan flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Kim flips the coin. Takahiro does not flip the coin. Joko flips the coin. Yuan does not flip the coin. Gabriel does not flip the coin. Alejandro does not flip the coin. Nicole flips the coin. Deepak does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Raj does not flip the coin. Vicky flips the coin. Ingrid flips the coin. Elodie flips the coin. Sophie does not flip the coin. Paul flips the coin. Jun flips the coin. Matteo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Yuko flips the coin. Lucas does not flip the coin. Martine flips the coin. Rini does not flip the coin. Bruno flips the coin. Christoph does not flip the coin. Joko does not flip the coin. Dominique does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Giulia does not flip the coin. Hendra flips the coin. Katie flips the coin. Isabel flips the coin. Francesco does not flip the coin. Massimo flips the coin. Hiromi flips the coin. Susanne flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,6,8
A coin is heads up. Doris does not flip the coin. Rekha does not flip the coin. Rohit does not flip the coin. Richard does not flip the coin. Rosa flips the coin. Novi does not flip the coin. Arief flips the coin. Frank does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. João does not flip the coin. Audrey flips the coin. Liang does not flip the coin. Philipp does not flip the coin. Xu flips the coin. Claudia flips the coin. Zoe does not flip the coin. Helen flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Manuela flips the coin. Heru does not flip the coin. Keiko does not flip the coin. Vijay does not flip the coin. Nadine flips the coin. Makoto flips the coin. Marie flips the coin. Petra does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Guadalupe does not flip the coin. Sherry flips the coin. Melissa does not flip the coin. Marcel flips the coin. Vicky does not flip the coin. Brian does not flip the coin. Noriko flips the coin. Michael does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Sabine flips the coin. Heru does not flip the coin. Marianne flips the coin. Arief flips the coin. Bruna flips the coin. Sam does not flip the coin. Deepak does not flip the coin. Andri flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Wu does not flip the coin. Julia flips the coin. Yuan does not flip the coin. Joe flips the coin. Manju does not flip the coin. Wang does not flip the coin. Kenji flips the coin. Rekha does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Silvia flips the coin. Paola does not flip the coin. Bart does not flip the coin. Fiona does not flip the coin. Rohit flips the coin. Cristina flips the coin. Marta does not flip the coin. Jie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Matthew does not flip the coin. Koji does not flip the coin. Yuan flips the coin. Zoe flips the coin. Takashi does not flip the coin. Luca does not flip the coin. Wu flips the coin. Eduardo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Frank does not flip the coin. Fenny flips the coin. Gunawan does not flip the coin. Rob flips the coin. Kim does not flip the coin. Lei does not flip the coin. Luigi does not flip the coin. Candy flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Naoko does not flip the coin. Manuel flips the coin. Mary flips the coin. Marcel flips the coin. Alessandra does not flip the coin. Dewi does not flip the coin. Michelle flips the coin. Petra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Mario flips the coin. Rajesh does not flip the coin. Fitri does not flip the coin. Angel flips the coin. Camila does not flip the coin. Karin flips the coin. Michaela does not flip the coin. Katharina flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Satoshi does not flip the coin. Yuki does not flip the coin. Florian flips the coin. Diana flips the coin. Novi does not flip the coin. Rakesh does not flip the coin. Carmen flips the coin. Takeshi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Wang does not flip the coin. Katharina flips the coin. Linda does not flip the coin. Henny does not flip the coin. Pilar flips the coin. Heru does not flip the coin. Rob flips the coin. Nicolas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Monique flips the coin. Pooja flips the coin. Ying does not flip the coin. Yi does not flip the coin. Indah flips the coin. Claire does not flip the coin. Tobias flips the coin. Christoph flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Andy flips the coin. Li does not flip the coin. Petra does not flip the coin. Amanda flips the coin. Vincent flips the coin. Zoe flips the coin. Budi flips the coin. Marcelo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Fernanda flips the coin. Monika flips the coin. Sophie flips the coin. Oscar flips the coin. Cristina does not flip the coin. Salvatore does not flip the coin. Fenny does not flip the coin. Lucas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Koji does not flip the coin. Alexander does not flip the coin. Naoki flips the coin. Candy flips the coin. Romain does not flip the coin. Pedro flips the coin. Raju does not flip the coin. Cherry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Akira does not flip the coin. Manuel does not flip the coin. Carmen flips the coin. Takahiro does not flip the coin. Neha flips the coin. Chiara does not flip the coin. Fabio flips the coin. Steve flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Marie does not flip the coin. Jack does not flip the coin. Andri flips the coin. Hans does not flip the coin. Valentina does not flip the coin. Rajesh does not flip the coin. Stefania flips the coin. Priyanka does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Cristina does not flip the coin. Jan does not flip the coin. Fernanda flips the coin. Luc flips the coin. Heru does not flip the coin. Christophe flips the coin. Charlotte flips the coin. Feng does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Jyoti does not flip the coin. Matthew flips the coin. Cindy flips the coin. Marc flips the coin. Elodie does not flip the coin. Poonam does not flip the coin. Franz does not flip the coin. Carlos flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Miki does not flip the coin. Audrey flips the coin. Manfred flips the coin. Salvatore does not flip the coin. Jennifer flips the coin. Javier flips the coin. Richard does not flip the coin. Rakesh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Pierre flips the coin. Riya does not flip the coin. Luana does not flip the coin. Giulia does not flip the coin. Eric flips the coin. Antonella flips the coin. Yuan does not flip the coin. Patrick does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Larissa does not flip the coin. Zhou flips the coin. Agung does not flip the coin. Rani flips the coin. Kaori does not flip the coin. Yi does not flip the coin. Philipp does not flip the coin. Huang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Teguh flips the coin. Steve does not flip the coin. Theresia flips the coin. Bruce does not flip the coin. Md flips the coin. Camila flips the coin. Fenny does not flip the coin. Ellen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Julien does not flip the coin. Claire does not flip the coin. Els does not flip the coin. Laura does not flip the coin. Luigi does not flip the coin. Yvonne does not flip the coin. Pablo flips the coin. Amanda flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,8
A coin is heads up. Angela flips the coin. Heike does not flip the coin. Francisco does not flip the coin. Rakesh does not flip the coin. Alejandro does not flip the coin. Jessie does not flip the coin. John does not flip the coin. Ian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Chen does not flip the coin. Beatriz does not flip the coin. Martin flips the coin. Jack does not flip the coin. Joke does not flip the coin. Lei flips the coin. Zhou flips the coin. Marcos flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Paul flips the coin. Rakesh does not flip the coin. Stefanie flips the coin. Javier does not flip the coin. Anneke does not flip the coin. Birgit flips the coin. Susanne flips the coin. Wang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Yoko does not flip the coin. Liu does not flip the coin. Dominik flips the coin. Karla does not flip the coin. Eric flips the coin. Helen does not flip the coin. Santosh does not flip the coin. Christophe flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Philippe flips the coin. Akiko does not flip the coin. Agus does not flip the coin. Yuan does not flip the coin. Chiara flips the coin. Alexandre does not flip the coin. Stefan flips the coin. Claire does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Tracy does not flip the coin. Caroline flips the coin. Patricia does not flip the coin. Catherine flips the coin. Rani flips the coin. Lin does not flip the coin. Budi does not flip the coin. Marcos does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,8
A coin is heads up. Vicky does not flip the coin. Cindy does not flip the coin. Francisco does not flip the coin. Audrey flips the coin. Frank does not flip the coin. Rani does not flip the coin. Antonella does not flip the coin. Noriko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
A coin is heads up. Jens flips the coin. Liang flips the coin. Bambang flips the coin. Sabrina flips the coin. Franz does not flip the coin. Poonam does not flip the coin. Marcelo does not flip the coin. Marta does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Patricia does not flip the coin. Lucas flips the coin. Florian does not flip the coin. Kajal flips the coin. Dian does not flip the coin. Giulia flips the coin. Kevin flips the coin. Jack flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,5,8
A coin is heads up. Kenji does not flip the coin. Chris flips the coin. Jing flips the coin. Mayumi flips the coin. Wolfgang does not flip the coin. Akira does not flip the coin. Dian flips the coin. Juan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,8
A coin is heads up. Agung flips the coin. Tracy does not flip the coin. Renate does not flip the coin. Stefania does not flip the coin. Daniel does not flip the coin. Paulo does not flip the coin. Juan does not flip the coin. Anne does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,8
