description,final_state,total_flips,total_events
A coin is heads up. Susan does not flip the coin. Esther flips the coin. Daniel flips the coin. Tom flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Karla does not flip the coin. Marine does not flip the coin. Brigitte does not flip the coin. Francisco flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Kelly does not flip the coin. Zhou flips the coin. Riya flips the coin. Priya does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Chen flips the coin. Hans does not flip the coin. Karin flips the coin. Luciana flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Patricia does not flip the coin. Michael flips the coin. Sarah flips the coin. Eduardo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Amit does not flip the coin. Sonu flips the coin. Michel does not flip the coin. Puja flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rachel does not flip the coin. Ricardo does not flip the coin. Herry flips the coin. Vanessa does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Henny does not flip the coin. Rajesh does not flip the coin. Yuko does not flip the coin. Lauren flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Rani does not flip the coin. Kenji flips the coin. Miguel does not flip the coin. Lucia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Salvatore flips the coin. Daisuke flips the coin. Raj does not flip the coin. Guadalupe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Herry does not flip the coin. Cherry flips the coin. Hiroyuki flips the coin. Felipe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Paul flips the coin. Novi flips the coin. Alexandre does not flip the coin. Allen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ellen flips the coin. Md does not flip the coin. Lily flips the coin. Jorge flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Lucia flips the coin. Naoki does not flip the coin. Alain does not flip the coin. Yuki flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Manisha flips the coin. Richard flips the coin. Lucas flips the coin. Sonia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Anil does not flip the coin. Wang does not flip the coin. Dominique flips the coin. Peter flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ian flips the coin. Monika flips the coin. Angela flips the coin. Peng flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Kerstin flips the coin. Marie does not flip the coin. Rosa flips the coin. Endang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Audrey does not flip the coin. Camille flips the coin. Alex does not flip the coin. Sandrine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ravi flips the coin. Henny flips the coin. Agung flips the coin. Dominik flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Kim does not flip the coin. Mario flips the coin. Luis does not flip the coin. João flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Yumi flips the coin. Hiromi does not flip the coin. Massimo flips the coin. Maxime flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Emma does not flip the coin. Marco flips the coin. Monika flips the coin. Joe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Christine does not flip the coin. Laurent flips the coin. Cathy does not flip the coin. Brian flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Vincent flips the coin. Alain flips the coin. Lauren flips the coin. Liang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Dennis does not flip the coin. Ria flips the coin. Sven flips the coin. Barbara does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Francesca does not flip the coin. Sandrine does not flip the coin. Koji does not flip the coin. Doris flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Fiona flips the coin. Endang does not flip the coin. Gabriela does not flip the coin. Dewi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Koji does not flip the coin. Yuko flips the coin. Alessandra flips the coin. Raquel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Amy flips the coin. Vanessa flips the coin. Silvia does not flip the coin. Ryan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Andreas does not flip the coin. Rekha flips the coin. Liang flips the coin. Kevin does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Katharina does not flip the coin. Yuan flips the coin. Sebastian flips the coin. Jens does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Irwan does not flip the coin. Mamta does not flip the coin. Guadalupe flips the coin. Bernhard does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Aline does not flip the coin. Deepak flips the coin. Michel does not flip the coin. Rani does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jason flips the coin. Yanti flips the coin. Sven does not flip the coin. Jolanda flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Bambang does not flip the coin. Budi flips the coin. Jyoti does not flip the coin. Liu does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Ivy flips the coin. Lily flips the coin. Lee does not flip the coin. Feng flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Katharina flips the coin. Puja does not flip the coin. Birgit flips the coin. Linda does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Christoph flips the coin. Nicolas does not flip the coin. Feng does not flip the coin. Charlotte does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Nisha flips the coin. Helen does not flip the coin. Takashi does not flip the coin. Jack flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Candy does not flip the coin. Poonam flips the coin. Alain does not flip the coin. Antonella flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Fernando does not flip the coin. Francesco does not flip the coin. Makoto does not flip the coin. Davide does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Philippe flips the coin. Li flips the coin. Gunawan flips the coin. Jose flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Tanja does not flip the coin. Giulia flips the coin. Sanne flips the coin. Karla flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Joko does not flip the coin. Emily flips the coin. Yvonne does not flip the coin. Vijay flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Zhang does not flip the coin. Pierre flips the coin. Ferry flips the coin. Helen does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Amanda does not flip the coin. Vijay does not flip the coin. Zhou does not flip the coin. Robert does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Seema flips the coin. Rob flips the coin. Lucy flips the coin. Nadine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Alejandro flips the coin. Teresa does not flip the coin. Lisa flips the coin. Anne flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Ferry does not flip the coin. Hiroko does not flip the coin. Elodie flips the coin. Sandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Stefan does not flip the coin. Ayu flips the coin. Nisha does not flip the coin. Tanja does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Silvia does not flip the coin. Raju flips the coin. Steve does not flip the coin. Michael flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rafael does not flip the coin. Lukas does not flip the coin. Robert flips the coin. Lee flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jack flips the coin. Manfred does not flip the coin. Takuya flips the coin. Isabelle flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Olivier flips the coin. Sandra flips the coin. Lin does not flip the coin. Sonja does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rachel does not flip the coin. Lisa flips the coin. Antonella flips the coin. Jie flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Esther flips the coin. Pascal flips the coin. Martina does not flip the coin. Michele does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Romain flips the coin. Yuki flips the coin. Stefania flips the coin. Roberto does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Joko flips the coin. Anne flips the coin. Dewi flips the coin. Naoko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Dwi flips the coin. Anne does not flip the coin. Candy does not flip the coin. Adam flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Achmad does not flip the coin. Sabrina flips the coin. Yvonne does not flip the coin. Esther flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Julie does not flip the coin. Chen does not flip the coin. Sonu does not flip the coin. Vincenzo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Joke does not flip the coin. Yuan does not flip the coin. Wolfgang flips the coin. Kelly flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Tomoko flips the coin. Miho does not flip the coin. Lily flips the coin. Alain does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rani does not flip the coin. Brian flips the coin. Elodie does not flip the coin. Charlotte flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ellen flips the coin. Gabriela does not flip the coin. Kaori flips the coin. Priyanka flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Carlos does not flip the coin. Yang flips the coin. Pierre does not flip the coin. Ryo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Kelly does not flip the coin. Beatriz does not flip the coin. Deepak does not flip the coin. Mukesh does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Yan flips the coin. Kaori does not flip the coin. Heike flips the coin. Claudia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Chris does not flip the coin. Li does not flip the coin. Marc does not flip the coin. Priyanka does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Ayumi does not flip the coin. Chiara does not flip the coin. Zhang does not flip the coin. Nicolas flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Giovanni does not flip the coin. Zhou does not flip the coin. Rob flips the coin. Zhang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Priyanka flips the coin. Diah flips the coin. Ricardo does not flip the coin. Angela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Rita does not flip the coin. Jing does not flip the coin. Marcia flips the coin. Thomas does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Manon does not flip the coin. Johann flips the coin. Yuan does not flip the coin. Li flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Satoshi does not flip the coin. Tobias does not flip the coin. Martine does not flip the coin. Haruka does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Maxime does not flip the coin. Andreas does not flip the coin. Dominique flips the coin. Manoj flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Atsushi flips the coin. Xu does not flip the coin. Makoto flips the coin. Ajay does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jing flips the coin. Diah does not flip the coin. Budi flips the coin. Amit flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Fabio does not flip the coin. Andrea does not flip the coin. Amy flips the coin. Novi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Audrey does not flip the coin. Guadalupe flips the coin. Satoshi does not flip the coin. Herry flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Yuko flips the coin. Naoko does not flip the coin. Giovanni flips the coin. Jennifer does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Michael does not flip the coin. Bas flips the coin. Esther does not flip the coin. João flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Hannah flips the coin. Alejandra does not flip the coin. Pooja flips the coin. Diana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Alexandre flips the coin. Birgit does not flip the coin. Sonu flips the coin. Michaela does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Dominique does not flip the coin. Katie does not flip the coin. Claudia flips the coin. Endang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jolanda does not flip the coin. Rajesh flips the coin. Melissa does not flip the coin. Sabine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Michele flips the coin. Sue does not flip the coin. Iwan does not flip the coin. Sabine does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Frank does not flip the coin. Markus does not flip the coin. Vijay flips the coin. Rakesh flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rafael does not flip the coin. Elodie flips the coin. Naoki flips the coin. Ayumi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Valentina flips the coin. Doris flips the coin. Megumi does not flip the coin. Gunawan does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ade does not flip the coin. Markus flips the coin. Sophie does not flip the coin. Vincent flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Zoe flips the coin. Michaela flips the coin. Juan flips the coin. Ricardo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Vincenzo does not flip the coin. Manoj does not flip the coin. Manju flips the coin. Dominique does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Wei flips the coin. Hannah flips the coin. Diana does not flip the coin. Kerstin does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sue does not flip the coin. Yvonne flips the coin. Ellen flips the coin. Andri does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jorge flips the coin. Tanja does not flip the coin. Ajay does not flip the coin. Yuka does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Eva does not flip the coin. Ajay does not flip the coin. Stefania flips the coin. Luciana flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Wu does not flip the coin. Sebastian does not flip the coin. Kenji does not flip the coin. Vincenzo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Nadine does not flip the coin. Dewi flips the coin. Bart does not flip the coin. Keiko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Robert does not flip the coin. Gunawan does not flip the coin. Joko flips the coin. Rodrigo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Fiona does not flip the coin. Jens does not flip the coin. Liang does not flip the coin. Christian flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Mario flips the coin. Yuki does not flip the coin. Peter flips the coin. Ann does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Ying does not flip the coin. Lauren does not flip the coin. Marco does not flip the coin. Sara flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Andrew does not flip the coin. Camille does not flip the coin. Wang does not flip the coin. Nicole does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Marianne does not flip the coin. Thomas flips the coin. Rachel does not flip the coin. Luana does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Javier does not flip the coin. Bambang does not flip the coin. Francesco flips the coin. Luc flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bruce flips the coin. Anne does not flip the coin. Takuya flips the coin. Claudia does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Wahyu flips the coin. Aline does not flip the coin. Feng flips the coin. Liang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Wu does not flip the coin. Priyanka flips the coin. Claire flips the coin. Angel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Jeroen does not flip the coin. Angela flips the coin. Francesco flips the coin. Victor flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Francesca does not flip the coin. Jose does not flip the coin. Eduardo flips the coin. Ade flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Peng flips the coin. Paola flips the coin. Lucas does not flip the coin. Marcel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Jose flips the coin. Heru does not flip the coin. Marine flips the coin. Tomoko flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Elodie does not flip the coin. Massimo does not flip the coin. Miho does not flip the coin. Vicky flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Andrew flips the coin. Wim does not flip the coin. Theresia flips the coin. Mayumi does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Raj does not flip the coin. Peter does not flip the coin. Nisha flips the coin. Heru does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Lily does not flip the coin. Lucia does not flip the coin. Manon flips the coin. Heike flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Helen does not flip the coin. Rakesh does not flip the coin. Andrea flips the coin. Makoto does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Fenny flips the coin. Sergio flips the coin. Maria flips the coin. Pierre flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Marc does not flip the coin. Larissa does not flip the coin. Bart flips the coin. Antonella flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Heike flips the coin. Ravi flips the coin. Yuka does not flip the coin. Ryo does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Bart does not flip the coin. Vincent does not flip the coin. José does not flip the coin. Adam does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Marcia flips the coin. Anneke does not flip the coin. Siti flips the coin. Angel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Marcos flips the coin. Anneke flips the coin. Ayaka flips the coin. Yang flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Hiroshi does not flip the coin. Michaela does not flip the coin. Melissa does not flip the coin. Noriko does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Erik does not flip the coin. Naoko does not flip the coin. Joe flips the coin. Raquel flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Neha flips the coin. Joko flips the coin. Antonio flips the coin. Alejandra flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Rosa flips the coin. Daniela flips the coin. Heru flips the coin. Michaela flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Yanti does not flip the coin. Tanja does not flip the coin. Retno flips the coin. Liang does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Huang does not flip the coin. Ying flips the coin. Agung does not flip the coin. Jessica flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Megumi flips the coin. Ryan flips the coin. Stefania flips the coin. Ravi flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,4,4
A coin is heads up. Joe flips the coin. Priyanka flips the coin. Eliane does not flip the coin. Lei does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Christoph does not flip the coin. Luigi does not flip the coin. Li flips the coin. Christophe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Julia does not flip the coin. Philippe does not flip the coin. Miki flips the coin. Kerstin flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Hiroki does not flip the coin. Angel flips the coin. Priyanka does not flip the coin. Amit flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Maxime does not flip the coin. Anna does not flip the coin. Bruno flips the coin. Erik flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Olivier does not flip the coin. Marie does not flip the coin. Wolfgang flips the coin. Claire flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Mukesh flips the coin. Marianne does not flip the coin. Ayu does not flip the coin. Brian flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Paolo does not flip the coin. Rakesh does not flip the coin. Petra does not flip the coin. Indah does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Jennifer does not flip the coin. Yang flips the coin. Wu flips the coin. Camille does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. John flips the coin. Takashi flips the coin. Anna does not flip the coin. Heru does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Lucy flips the coin. Pedro flips the coin. Takeshi flips the coin. Guadalupe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Martin flips the coin. Liu does not flip the coin. Andrea does not flip the coin. Brigitte flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Mari Carmen does not flip the coin. Huang does not flip the coin. Arief does not flip the coin. Charlotte flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Paul does not flip the coin. Emma does not flip the coin. Hiroki flips the coin. Marc does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Sunita does not flip the coin. Cathy flips the coin. Hans does not flip the coin. Emma does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Anja flips the coin. Mario does not flip the coin. Adam does not flip the coin. Christophe does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jie flips the coin. Marine does not flip the coin. Nisha does not flip the coin. Giulia flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Retno does not flip the coin. Yuan does not flip the coin. Rahul does not flip the coin. Matteo flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Daisuke flips the coin. Javier flips the coin. Fitri does not flip the coin. Miho flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Eduardo flips the coin. Stefania flips the coin. Esther does not flip the coin. Teresa does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Cherry does not flip the coin. Candy does not flip the coin. Elodie flips the coin. Andrea flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Sanne flips the coin. Helen does not flip the coin. Made does not flip the coin. Jesus flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Andri flips the coin. Carmen flips the coin. Ian flips the coin. Angel does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Manon flips the coin. Ricardo does not flip the coin. Paula flips the coin. Ian does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Brian does not flip the coin. Daniel does not flip the coin. Lei does not flip the coin. Tobias does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Ayaka flips the coin. Fernanda does not flip the coin. Yuko flips the coin. Vincent does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
A coin is heads up. Rafael does not flip the coin. Lukas does not flip the coin. Chantal flips the coin. Aline does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,1,4
A coin is heads up. Jyoti flips the coin. Susanne does not flip the coin. Raju flips the coin. Ajay flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,tails,3,4
A coin is heads up. Ying does not flip the coin. Gabriela does not flip the coin. Alejandra does not flip the coin. Kelly does not flip the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,0,4
A coin is heads up. Carine does not flip the coin. Beatriz flips the coin. Matthew does not flip the coin. Sandrine flips the coin. Is the coin still heads up? Note that 'flip' here means 'reverse'.,heads,2,4
